Season,Team Name,Seed,Region,Post-Season Tournament,Post-Season Tournament Sorting Index,Vulnerable Top 2 Seed?,Tournament Winner?,Tournament Championship?,Final Four?
2023,Sam Houston,3,NIT 1,NIT,2,,,,
2023,Santa Clara,6,NIT 1,NIT,2,,,,
2023,North Texas,2,NIT 1,NIT,2,,,,
2023,Alcorn State,7,NIT 1,NIT,2,,,,
2023,Oregon,1,NIT 2,NIT,2,,,,
2023,UC Irvine,8,NIT 2,NIT,2,,,,
2023,Florida,4,NIT 2,NIT,2,,,,
2023,UCF,5,NIT 2,NIT,2,,,,
2023,Liberty,3,NIT 2,NIT,2,,,,
2023,Villanova,6,NIT 2,NIT,2,,,,
2023,Wisconsin,2,NIT 2,NIT,2,,,,
2023,Bradley,7,NIT 2,NIT,2,,,,
2023,Rutgers,1,NIT 3,NIT,2,,,,
2023,Hofstra,8,NIT 3,NIT,2,,,,
2023,Cincinnati,4,NIT 3,NIT,2,,,,
2023,Virginia Tech,5,NIT 3,NIT,2,,,,
2023,Colorado,3,NIT 3,NIT,2,,,,
2023,Seton Hall,6,NIT 3,NIT,2,,,,
2023,New Mexico,2,NIT 3,NIT,2,,,,
2023,Utah Valley,7,NIT 3,NIT,2,,,,
2023,Clemson,1,NIT 4,NIT,2,,,,
2023,Morehead State,8,NIT 4,NIT,2,,,,
2023,UAB,4,NIT 4,NIT,2,,,,
2023,Southern Miss,5,NIT 4,NIT,2,,,,
2023,Michigan,3,NIT 4,NIT,2,,,,
2023,Toledo,6,NIT 4,NIT,2,,,,
2023,Vanderbilt,2,NIT 4,NIT,2,,,,
2023,Yale,7,NIT 4,NIT,2,,,,
2022,Dayton,1,NIT 1,NIT,2,,,,
2022,Toledo,8,NIT 1,NIT,2,,,,
2022,Vanderbilt,4,NIT 1,NIT,2,,,,
2022,Belmont,5,NIT 1,NIT,2,,,,
2022,Florida,3,NIT 1,NIT,2,,,,
2022,Iona,6,NIT 1,NIT,2,,,,
2022,Xavier,2,NIT 1,NIT,2,,,,
2022,Cleveland State,7,NIT 1,NIT,2,,,,
2022,Oklahoma,1,NIT 2,NIT,2,,,,
2022,Missouri State,8,NIT 2,NIT,2,,,,
2022,Colorado,4,NIT 2,NIT,2,,,,
2022,St. Bonaventure,5,NIT 2,NIT,2,,,,
2022,Mississippi State,3,NIT 2,NIT,2,,,,
2022,Virginia,6,NIT 2,NIT,2,,,,
2022,North Texas,2,NIT 2,NIT,2,,,,
2022,Texas State,7,NIT 2,NIT,2,,,,
2022,SMU,1,NIT 3,NIT,2,,,,
2022,Nicholls,8,NIT 3,NIT,2,,,,
2022,Washington State,4,NIT 3,NIT,2,,,,
2022,Santa Clara,5,NIT 3,NIT,2,,,,
2022,Saint Louis,3,NIT 3,NIT,2,,,,
2022,Northern Iowa,6,NIT 3,NIT,2,,,,
2022,BYU,2,NIT 3,NIT,2,,,,
2022,Long Beach State,7,NIT 3,NIT,2,,,,
2022,Texas A&M,1,NIT 4,NIT,2,,,,
2022,Alcorn State,8,NIT 4,NIT,2,,,,
2022,Utah State,4,NIT 4,NIT,2,,,,
2022,Oregon,5,NIT 4,NIT,2,,,,
2022,VCU,3,NIT 4,NIT,2,,,,
2022,Princeton,6,NIT 4,NIT,2,,,,
2022,Wake Forest,2,NIT 4,NIT,2,,,,
2022,Towson,7,NIT 4,NIT,2,,,,
2021,Colorado State,1,NIT 1,NIT,2,,,,
2021,Buffalo,4,NIT 1,NIT,2,,,,
2021,Davidson,2,NIT 1,NIT,2,,,,
2021,NC State,3,NIT 1,NIT,2,,,,
2021,Memphis,1,NIT 2,NIT,2,,,,
2021,Dayton,4,NIT 2,NIT,2,,,,
2021,Boise State,2,NIT 2,NIT,2,,,,
2021,SMU,3,NIT 2,NIT,2,,,,
2021,Saint Louis,1,NIT 3,NIT,2,,,,
2021,Mississippi State,4,NIT 3,NIT,2,,,,
2021,Richmond,2,NIT 3,NIT,2,,,,
2021,Toledo,3,NIT 3,NIT,2,,,,
2021,Ole Miss,1,NIT 4,NIT,2,,,,
2021,Louisiana Tech,4,NIT 4,NIT,2,,,,
2021,Saint Mary's,2,NIT 4,NIT,2,,,,
2021,Western Kentucky,3,NIT 4,NIT,2,,,,
2019,UNC Greensboro,1,NIT 1,NIT,2,,,,
2019,Campbell,8,NIT 1,NIT,2,,,,
2019,Davidson,4,NIT 1,NIT,2,,,,
2019,Lipscomb,5,NIT 1,NIT,2,,,,
2019,Georgetown,3,NIT 1,NIT,2,,,,
2019,Harvard,6,NIT 1,NIT,2,,,,
2019,NC State,2,NIT 1,NIT,2,,,,
2019,Hofstra,7,NIT 1,NIT,2,,,,
2019,Alabama,1,NIT 2,NIT,2,,,,
2019,Norfolk State,8,NIT 2,NIT,2,,,,
2019,Colorado,4,NIT 2,NIT,2,,,,
2019,Dayton,5,NIT 2,NIT,2,,,,
2019,Xavier,3,NIT 2,NIT,2,,,,
2019,Toledo,6,NIT 2,NIT,2,,,,
2019,Texas,2,NIT 2,NIT,2,,,,
2019,South Dakota State,7,NIT 2,NIT,2,,,,
2019,TCU,1,NIT 3,NIT,2,,,,
2019,Sam Houston,8,NIT 3,NIT,2,,,,
2019,Nebraska,4,NIT 3,NIT,2,,,,
2019,Butler,5,NIT 3,NIT,2,,,,
2019,Memphis,3,NIT 3,NIT,2,,,,
2019,San Diego,6,NIT 3,NIT,2,,,,
2019,Creighton,2,NIT 3,NIT,2,,,,
2019,Loyola Chicago,7,NIT 3,NIT,2,,,,
2019,Indiana,1,NIT 4,NIT,2,,,,
2019,St. Francis (PA),8,NIT 4,NIT,2,,,,
2019,Providence,4,NIT 4,NIT,2,,,,
2019,Arkansas,5,NIT 4,NIT,2,,,,
2019,Furman,3,NIT 4,NIT,2,,,,
2019,Wichita State,6,NIT 4,NIT,2,,,,
2019,Clemson,2,NIT 4,NIT,2,,,,
2019,Wright State,7,NIT 4,NIT,2,,,,
2018,Notre Dame,1,NIT 1,NIT,2,,,,
2018,Hampton,8,NIT 1,NIT,2,,,,
2018,Penn State,4,NIT 1,NIT,2,,,,
2018,Temple,5,NIT 1,NIT,2,,,,
2018,Oregon,3,NIT 1,NIT,2,,,,
2018,Rider,6,NIT 1,NIT,2,,,,
2018,Marquette,2,NIT 1,NIT,2,,,,
2018,Harvard,7,NIT 1,NIT,2,,,,
2018,Baylor,1,NIT 2,NIT,2,,,,
2018,Wagner,8,NIT 2,NIT,2,,,,
2018,Mississippi State,4,NIT 2,NIT,2,,,,
2018,Nebraska,5,NIT 2,NIT,2,,,,
2018,Middle Tennessee,3,NIT 2,NIT,2,,,,
2018,Vermont,6,NIT 2,NIT,2,,,,
2018,Louisville,2,NIT 2,NIT,2,,,,
2018,Northern Kentucky,7,NIT 2,NIT,2,,,,
2018,USC,1,NIT 3,NIT,2,,,,
2018,UNC Asheville,8,NIT 3,NIT,2,,,,
2018,Western Kentucky,4,NIT 3,NIT,2,,,,
2018,Boston College,5,NIT 3,NIT,2,,,,
2018,Stanford,3,NIT 3,NIT,2,,,,
2018,BYU,6,NIT 3,NIT,2,,,,
2018,Oklahoma State,2,NIT 3,NIT,2,,,,
2018,Florida Gulf Coast,7,NIT 3,NIT,2,,,,
2018,Saint Mary's,1,NIT 4,NIT,2,,,,
2018,SE Louisiana,8,NIT 4,NIT,2,,,,
2018,Boise State,4,NIT 4,NIT,2,,,,
2018,Washington,5,NIT 4,NIT,2,,,,
2018,LSU,3,NIT 4,NIT,2,,,,
2018,Louisiana,6,NIT 4,NIT,2,,,,
2018,Utah,2,NIT 4,NIT,2,,,,
2018,UC Davis,7,NIT 4,NIT,2,,,,
2017,Syracuse,1,NIT 1,NIT,2,,,,
2017,UNC Greensboro,8,NIT 1,NIT,2,,,,
2017,Monmouth,4,NIT 1,NIT,2,,,,
2017,Ole Miss,5,NIT 1,NIT,2,,,,
2017,Indiana,3,NIT 1,NIT,2,,,,
2017,Georgia Tech,6,NIT 1,NIT,2,,,,
2017,Georgia,2,NIT 1,NIT,2,,,,
2017,Belmont,7,NIT 1,NIT,2,,,,
2017,California,1,NIT 2,NIT,2,,,,
2017,Cal State Bakersfield,8,NIT 2,NIT,2,,,,
2017,Colorado State,4,NIT 2,NIT,2,,,,
2017,Charleston,5,NIT 2,NIT,2,,,,
2017,BYU,3,NIT 2,NIT,2,,,,
2017,UT Arlington,6,NIT 2,NIT,2,,,,
2017,Houston,2,NIT 2,NIT,2,,,,
2017,Akron,7,NIT 2,NIT,2,,,,
2017,Illinois State,1,NIT 3,NIT,2,,,,
2017,UC Irvine,8,NIT 3,NIT,2,,,,
2017,UCF,4,NIT 3,NIT,2,,,,
2017,Colorado,5,NIT 3,NIT,2,,,,
2017,Utah,3,NIT 3,NIT,2,,,,
2017,Boise State,6,NIT 3,NIT,2,,,,
2017,Illinois,2,NIT 3,NIT,2,,,,
2017,Valparaiso,7,NIT 3,NIT,2,,,,
2017,Iowa,1,NIT 4,NIT,2,,,,
2017,South Dakota State,8,NIT 4,NIT,2,,,,
2017,TCU,4,NIT 4,NIT,2,,,,
2017,Fresno State,5,NIT 4,NIT,2,,,,
2017,Alabama,3,NIT 4,NIT,2,,,,
2017,Richmond,6,NIT 4,NIT,2,,,,
2017,Clemson,2,NIT 4,NIT,2,,,,
2017,Oakland,7,NIT 4,NIT,2,,,,
2016,Monmouth,1,NIT 1,NIT,2,,,,
2016,Bucknell,8,NIT 1,NIT,2,,,,
2016,George Washington,4,NIT 1,NIT,2,,,,
2016,Hofstra,5,NIT 1,NIT,2,,,,
2016,Ohio State,3,NIT 1,NIT,2,,,,
2016,Akron,6,NIT 1,NIT,2,,,,
2016,Florida,2,NIT 1,NIT,2,,,,
2016,North Florida,7,NIT 1,NIT,2,,,,
2016,St. Bonaventure,1,NIT 2,NIT,2,,,,
2016,Wagner,8,NIT 2,NIT,2,,,,
2016,Creighton,4,NIT 2,NIT,2,,,,
2016,Alabama,5,NIT 2,NIT,2,,,,
2016,Virginia Tech,3,NIT 2,NIT,2,,,,
2016,Princeton,6,NIT 2,NIT,2,,,,
2016,BYU,2,NIT 2,NIT,2,,,,
2016,UAB,7,NIT 2,NIT,2,,,,
2016,South Carolina,1,NIT 3,NIT,2,,,,
2016,High Point,8,NIT 3,NIT,2,,,,
2016,Georgia Tech,4,NIT 3,NIT,2,,,,
2016,Houston,5,NIT 3,NIT,2,,,,
2016,Washington,3,NIT 3,NIT,2,,,,
2016,Long Beach State,6,NIT 3,NIT,2,,,,
2016,San Diego State,2,NIT 3,NIT,2,,,,
2016,Purdue Fort Wayne,7,NIT 3,NIT,2,,,,
2016,Valparaiso,1,NIT 4,NIT,2,,,,
2016,Texas Southern,8,NIT 4,NIT,2,,,,
2016,Florida State,4,NIT 4,NIT,2,,,,
2016,Davidson,5,NIT 4,NIT,2,,,,
2016,Georgia,3,NIT 4,NIT,2,,,,
2016,Belmont,6,NIT 4,NIT,2,,,,
2016,Saint Mary's,2,NIT 4,NIT,2,,,,
2016,New Mexico State,7,NIT 4,NIT,2,,,,
2015,Old Dominion,1,NIT 1,NIT,2,,,,
2015,Charleston Southern,8,NIT 1,NIT,2,,,,
2015,Illinois State,4,NIT 1,NIT,2,,,,
2015,Green Bay,5,NIT 1,NIT,2,,,,
2015,Murray State,3,NIT 1,NIT,2,,,,
2015,UTEP,6,NIT 1,NIT,2,,,,
2015,Tulsa,2,NIT 1,NIT,2,,,,
2015,William & Mary,7,NIT 1,NIT,2,,,,
2015,Richmond,1,NIT 2,NIT,2,,,,
2015,St. Francis (NY),8,NIT 2,NIT,2,,,,
2015,UConn,4,NIT 2,NIT,2,,,,
2015,Arizona State,5,NIT 2,NIT,2,,,,
2015,Illinois,3,NIT 2,NIT,2,,,,
2015,Alabama,6,NIT 2,NIT,2,,,,
2015,Miami,2,NIT 2,NIT,2,,,,
2015,North Carolina Central,7,NIT 2,NIT,2,,,,
2015,Temple,1,NIT 3,NIT,2,,,,
2015,Bucknell,8,NIT 3,NIT,2,,,,
2015,Pittsburgh,4,NIT 3,NIT,2,,,,
2015,George Washington,5,NIT 3,NIT,2,,,,
2015,Louisiana Tech,3,NIT 3,NIT,2,,,,
2015,Central Michigan,6,NIT 3,NIT,2,,,,
2015,Texas A&M,2,NIT 3,NIT,2,,,,
2015,Montana,7,NIT 3,NIT,2,,,,
2015,Colorado State,1,NIT 4,NIT,2,,,,
2015,South Dakota State,8,NIT 4,NIT,2,,,,
2015,Saint Mary's,4,NIT 4,NIT,2,,,,
2015,Vanderbilt,5,NIT 4,NIT,2,,,,
2015,Rhode Island,3,NIT 4,NIT,2,,,,
2015,Iona,6,NIT 4,NIT,2,,,,
2015,Stanford,2,NIT 4,NIT,2,,,,
2015,UC Davis,7,NIT 4,NIT,2,,,,
2014,SMU,1,NIT 1,NIT,2,,,,
2014,UC Irvine,8,NIT 1,NIT,2,,,,
2014,San Francisco,4,NIT 1,NIT,2,,,,
2014,LSU,5,NIT 1,NIT,2,,,,
2014,Arkansas,3,NIT 1,NIT,2,,,,
2014,Indiana State,6,NIT 1,NIT,2,,,,
2014,California,2,NIT 1,NIT,2,,,,
2014,Utah Valley,7,NIT 1,NIT,2,,,,
2014,St. John's,1,NIT 2,NIT,2,,,,
2014,Robert Morris,8,NIT 2,NIT,2,,,,
2014,Green Bay,4,NIT 2,NIT,2,,,,
2014,Belmont,5,NIT 2,NIT,2,,,,
2014,Clemson,3,NIT 2,NIT,2,,,,
2014,Georgia State,6,NIT 2,NIT,2,,,,
2014,Illinois,2,NIT 2,NIT,2,,,,
2014,Boston University,7,NIT 2,NIT,2,,,,
2014,Minnesota,1,NIT 3,NIT,2,,,,
2014,High Point,8,NIT 3,NIT,2,,,,
2014,Saint Mary's,4,NIT 3,NIT,2,,,,
2014,Utah,5,NIT 3,NIT,2,,,,
2014,Southern Miss,3,NIT 3,NIT,2,,,,
2014,Toledo,6,NIT 3,NIT,2,,,,
2014,Missouri,2,NIT 3,NIT,2,,,,
2014,Davidson,7,NIT 3,NIT,2,,,,
2014,Florida State,1,NIT 4,NIT,2,,,,
2014,Florida Gulf Coast,8,NIT 4,NIT,2,,,,
2014,Georgetown,4,NIT 4,NIT,2,,,,
2014,West Virginia,5,NIT 4,NIT,2,,,,
2014,Louisiana Tech,3,NIT 4,NIT,2,,,,
2014,Iona,6,NIT 4,NIT,2,,,,
2014,Georgia,2,NIT 4,NIT,2,,,,
2014,Vermont,7,NIT 4,NIT,2,,,,
2013,Kentucky,1,NIT 1,NIT,2,,,,
2013,Robert Morris,8,NIT 1,NIT,2,,,,
2013,Providence,4,NIT 1,NIT,2,,,,
2013,Charlotte,5,NIT 1,NIT,2,,,,
2013,Arizona State,3,NIT 1,NIT,2,,,,
2013,Detroit Mercy,6,NIT 1,NIT,2,,,,
2013,Baylor,2,NIT 1,NIT,2,,,,
2013,Long Beach State,7,NIT 1,NIT,2,,,,
2013,Southern Miss,1,NIT 2,NIT,2,,,,
2013,Charleston Southern,8,NIT 2,NIT,2,,,,
2013,Florida State,4,NIT 2,NIT,2,,,,
2013,Louisiana Tech,5,NIT 2,NIT,2,,,,
2013,BYU,3,NIT 2,NIT,2,,,,
2013,Washington,6,NIT 2,NIT,2,,,,
2013,Tennessee,2,NIT 2,NIT,2,,,,
2013,Mercer,7,NIT 2,NIT,2,,,,
2013,Alabama,1,NIT 3,NIT,2,,,,
2013,Northeastern,8,NIT 3,NIT,2,,,,
2013,Stanford,4,NIT 3,NIT,2,,,,
2013,Stephen F. Austin,5,NIT 3,NIT,2,,,,
2013,Denver,3,NIT 3,NIT,2,,,,
2013,Ohio,6,NIT 3,NIT,2,,,,
2013,Maryland,2,NIT 3,NIT,2,,,,
2013,Niagara,7,NIT 3,NIT,2,,,,
2013,Virginia,1,NIT 4,NIT,2,,,,
2013,Norfolk State,8,NIT 4,NIT,2,,,,
2013,Saint Joseph's,4,NIT 4,NIT,2,,,,
2013,St. John's,5,NIT 4,NIT,2,,,,
2013,Iowa,3,NIT 4,NIT,2,,,,
2013,Indiana State,6,NIT 4,NIT,2,,,,
2013,Massachusetts,2,NIT 4,NIT,2,,,,
2013,Stony Brook,7,NIT 4,NIT,2,,,,
2012,Washington,1,NIT 1,NIT,2,,,,
2012,UT Arlington,8,NIT 1,NIT,2,,,,
2012,Northwestern,4,NIT 1,NIT,2,,,,
2012,Akron,5,NIT 1,NIT,2,,,,
2012,Oregon,3,NIT 1,NIT,2,,,,
2012,LSU,6,NIT 1,NIT,2,,,,
2012,Dayton,2,NIT 1,NIT,2,,,,
2012,Iowa,7,NIT 1,NIT,2,,,,
2012,Tennessee,1,NIT 2,NIT,2,,,,
2012,Savannah State,8,NIT 2,NIT,2,,,,
2012,Middle Tennessee,4,NIT 2,NIT,2,,,,
2012,Marshall,5,NIT 2,NIT,2,,,,
2012,La Salle,3,NIT 2,NIT,2,,,,
2012,Minnesota,6,NIT 2,NIT,2,,,,
2012,Miami,2,NIT 2,NIT,2,,,,
2012,Valparaiso,7,NIT 2,NIT,2,,,,
2012,Seton Hall,1,NIT 3,NIT,2,,,,
2012,Stony Brook,8,NIT 3,NIT,2,,,,
2012,Mississippi State,4,NIT 3,NIT,2,,,,
2012,Massachusetts,5,NIT 3,NIT,2,,,,
2012,Drexel,3,NIT 3,NIT,2,,,,
2012,UCF,6,NIT 3,NIT,2,,,,
2012,Saint Joseph's,2,NIT 3,NIT,2,,,,
2012,Northern Iowa,7,NIT 3,NIT,2,,,,
2012,Arizona,1,NIT 4,NIT,2,,,,
2012,Bucknell,8,NIT 4,NIT,2,,,,
2012,Oral Roberts,4,NIT 4,NIT,2,,,,
2012,Nevada,5,NIT 4,NIT,2,,,,
2012,Stanford,3,NIT 4,NIT,2,,,,
2012,Cleveland State,6,NIT 4,NIT,2,,,,
2012,Ole Miss,2,NIT 4,NIT,2,,,,
2012,Illinois State,7,NIT 4,NIT,2,,,,
2011,Alabama,1,NIT 1,NIT,2,,,,
2011,Coastal Carolina,8,NIT 1,NIT,2,,,,
2011,New Mexico,4,NIT 1,NIT,2,,,,
2011,UTEP,5,NIT 1,NIT,2,,,,
2011,Missouri State,3,NIT 1,NIT,2,,,,
2011,Murray State,6,NIT 1,NIT,2,,,,
2011,Miami,2,NIT 1,NIT,2,,,,
2011,Florida Atlantic,7,NIT 1,NIT,2,,,,
2011,Colorado,1,NIT 2,NIT,2,,,,
2011,Texas Southern,8,NIT 2,NIT,2,,,,
2011,California,4,NIT 2,NIT,2,,,,
2011,Ole Miss,5,NIT 2,NIT,2,,,,
2011,Colorado State,3,NIT 2,NIT,2,,,,
2011,Fairfield,6,NIT 2,NIT,2,,,,
2011,Saint Mary's,2,NIT 2,NIT,2,,,,
2011,Kent State,7,NIT 2,NIT,2,,,,
2011,Boston College,1,NIT 3,NIT,2,,,,
2011,McNeese,8,NIT 3,NIT,2,,,,
2011,Northwestern,4,NIT 3,NIT,2,,,,
2011,Milwaukee,5,NIT 3,NIT,2,,,,
2011,Oklahoma State,3,NIT 3,NIT,2,,,,
2011,Harvard,6,NIT 3,NIT,2,,,,
2011,Washington State,2,NIT 3,NIT,2,,,,
2011,Long Beach State,7,NIT 3,NIT,2,,,,
2011,Virginia Tech,1,NIT 4,NIT,2,,,,
2011,Bethune-Cookman,8,NIT 4,NIT,2,,,,
2011,Wichita State,4,NIT 4,NIT,2,,,,
2011,Nebraska,5,NIT 4,NIT,2,,,,
2011,Dayton,3,NIT 4,NIT,2,,,,
2011,Charleston,6,NIT 4,NIT,2,,,,
2011,Cleveland State,2,NIT 4,NIT,2,,,,
2011,Vermont,7,NIT 4,NIT,2,,,,
2010,Illinois,1,NIT 1,NIT,2,,,,
2010,Stony Brook,8,NIT 1,NIT,2,,,,
2010,Kent State,4,NIT 1,NIT,2,,,,
2010,Tulsa,5,NIT 1,NIT,2,,,,
2010,Dayton,3,NIT 1,NIT,2,,,,
2010,Illinois State,6,NIT 1,NIT,2,,,,
2010,Cincinnati,2,NIT 1,NIT,2,,,,
2010,Weber State,7,NIT 1,NIT,2,,,,
2010,Arizona State,1,NIT 2,NIT,2,,,,
2010,Jacksonville,8,NIT 2,NIT,2,,,,
2010,Seton Hall,4,NIT 2,NIT,2,,,,
2010,Texas Tech,5,NIT 2,NIT,2,,,,
2010,Memphis,3,NIT 2,NIT,2,,,,
2010,St. John's,6,NIT 2,NIT,2,,,,
2010,Ole Miss,2,NIT 2,NIT,2,,,,
2010,Troy,7,NIT 2,NIT,2,,,,
2010,Virginia Tech,1,NIT 3,NIT,2,,,,
2010,Quinnipiac,8,NIT 3,NIT,2,,,,
2010,UConn,4,NIT 3,NIT,2,,,,
2010,Northeastern,5,NIT 3,NIT,2,,,,
2010,Wichita State,3,NIT 3,NIT,2,,,,
2010,Nevada,6,NIT 3,NIT,2,,,,
2010,Rhode Island,2,NIT 3,NIT,2,,,,
2010,Northwestern,7,NIT 3,NIT,2,,,,
2010,Mississippi State,1,NIT 4,NIT,2,,,,
2010,Jackson State,8,NIT 4,NIT,2,,,,
2010,North Carolina,4,NIT 4,NIT,2,,,,
2010,William & Mary,5,NIT 4,NIT,2,,,,
2010,South Florida,3,NIT 4,NIT,2,,,,
2010,NC State,6,NIT 4,NIT,2,,,,
2010,UAB,2,NIT 4,NIT,2,,,,
2010,Coastal Carolina,7,NIT 4,NIT,2,,,,
2009,San Diego State,1,NIT 1,NIT,2,,,,
2009,Weber State,8,NIT 1,NIT,2,,,,
2009,Kansas State,4,NIT 1,NIT,2,,,,
2009,Illinois State,5,NIT 1,NIT,2,,,,
2009,South Carolina,3,NIT 1,NIT,2,,,,
2009,Davidson,6,NIT 1,NIT,2,,,,
2009,Saint Mary's,2,NIT 1,NIT,2,,,,
2009,Washington State,7,NIT 1,NIT,2,,,,
2009,Auburn,1,NIT 2,NIT,2,,,,
2009,UT Martin,8,NIT 2,NIT,2,,,,
2009,Tulsa,4,NIT 2,NIT,2,,,,
2009,Northwestern,5,NIT 2,NIT,2,,,,
2009,Baylor,3,NIT 2,NIT,2,,,,
2009,Georgetown,6,NIT 2,NIT,2,,,,
2009,Virginia Tech,2,NIT 2,NIT,2,,,,
2009,Duquesne,7,NIT 2,NIT,2,,,,
2009,Creighton,1,NIT 3,NIT,2,,,,
2009,Bowling Green,8,NIT 3,NIT,2,,,,
2009,Kentucky,4,NIT 3,NIT,2,,,,
2009,UNLV,5,NIT 3,NIT,2,,,,
2009,New Mexico,3,NIT 3,NIT,2,,,,
2009,Nebraska,6,NIT 3,NIT,2,,,,
2009,Notre Dame,2,NIT 3,NIT,2,,,,
2009,UAB,7,NIT 3,NIT,2,,,,
2009,Florida,1,NIT 4,NIT,2,,,,
2009,Jacksonville,8,NIT 4,NIT,2,,,,
2009,Miami,4,NIT 4,NIT,2,,,,
2009,Providence,5,NIT 4,NIT,2,,,,
2009,Niagara,3,NIT 4,NIT,2,,,,
2009,Rhode Island,6,NIT 4,NIT,2,,,,
2009,Penn State,2,NIT 4,NIT,2,,,,
2009,George Mason,7,NIT 4,NIT,2,,,,
2008,Ohio State,1,NIT 1,NIT,2,,,,
2008,UNC Asheville,8,NIT 1,NIT,2,,,,
2008,California,4,NIT 1,NIT,2,,,,
2008,New Mexico,5,NIT 1,NIT,2,,,,
2008,Dayton,3,NIT 1,NIT,2,,,,
2008,Cleveland State,6,NIT 1,NIT,2,,,,
2008,Illinois State,2,NIT 1,NIT,2,,,,
2008,Utah State,7,NIT 1,NIT,2,,,,
2008,Virginia Tech,1,NIT 2,NIT,2,,,,
2008,Morgan State,8,NIT 2,NIT,2,,,,
2008,VCU,4,NIT 2,NIT,2,,,,
2008,UAB,5,NIT 2,NIT,2,,,,
2008,Nebraska,3,NIT 2,NIT,2,,,,
2008,Charlotte,6,NIT 2,NIT,2,,,,
2008,Ole Miss,2,NIT 2,NIT,2,,,,
2008,UC Santa Barbara,7,NIT 2,NIT,2,,,,
2008,Arizona State,1,NIT 3,NIT,2,,,,
2008,Alabama State,8,NIT 3,NIT,2,,,,
2008,Southern Illinois,4,NIT 3,NIT,2,,,,
2008,Oklahoma State,5,NIT 3,NIT,2,,,,
2008,Creighton,3,NIT 3,NIT,2,,,,
2008,Rhode Island,6,NIT 3,NIT,2,,,,
2008,Florida,2,NIT 3,NIT,2,,,,
2008,San Diego State,7,NIT 3,NIT,2,,,,
2008,Syracuse,1,NIT 4,NIT,2,,,,
2008,Robert Morris,8,NIT 4,NIT,2,,,,
2008,Minnesota,4,NIT 4,NIT,2,,,,
2008,Maryland,5,NIT 4,NIT,2,,,,
2008,Florida State,3,NIT 4,NIT,2,,,,
2008,Akron,6,NIT 4,NIT,2,,,,
2008,Massachusetts,2,NIT 4,NIT,2,,,,
2008,Stephen F. Austin,7,NIT 4,NIT,2,,,,
2007,West Virginia,1,NIT 1,NIT,2,,,,
2007,Delaware State,8,NIT 1,NIT,2,,,,
2007,Massachusetts,4,NIT 1,NIT,2,,,,
2007,Alabama,5,NIT 1,NIT,2,,,,
2007,Drexel,3,NIT 1,NIT,2,,,,
2007,NC State,6,NIT 1,NIT,2,,,,
2007,Oklahoma State,2,NIT 1,NIT,2,,,,
2007,Marist,7,NIT 1,NIT,2,,,,
2007,Clemson,1,NIT 2,NIT,2,,,,
2007,East Tennessee State,8,NIT 2,NIT,2,,,,
2007,Ole Miss,4,NIT 2,NIT,2,,,,
2007,App State,5,NIT 2,NIT,2,,,,
2007,Missouri State,3,NIT 2,NIT,2,,,,
2007,San Diego State,6,NIT 2,NIT,2,,,,
2007,Syracuse,2,NIT 2,NIT,2,,,,
2007,South Alabama,7,NIT 2,NIT,2,,,,
2007,Air Force,1,NIT 3,NIT,2,,,,
2007,Austin Peay,8,NIT 3,NIT,2,,,,
2007,Georgia,4,NIT 3,NIT,2,,,,
2007,Fresno State,5,NIT 3,NIT,2,,,,
2007,DePaul,3,NIT 3,NIT,2,,,,
2007,Hofstra,6,NIT 3,NIT,2,,,,
2007,Kansas State,2,NIT 3,NIT,2,,,,
2007,Vermont,7,NIT 3,NIT,2,,,,
2007,Mississippi State,1,NIT 4,NIT,2,,,,
2007,Mississippi Valley State,8,NIT 4,NIT,2,,,,
2007,Bradley,4,NIT 4,NIT,2,,,,
2007,Providence,5,NIT 4,NIT,2,,,,
2007,Michigan,3,NIT 4,NIT,2,,,,
2007,Utah State,6,NIT 4,NIT,2,,,,
2007,Florida State,2,NIT 4,NIT,2,,,,
2007,Toledo,7,NIT 4,NIT,2,,,,
2006,Maryland,1,NIT 1,NIT,2,,,,
2006,Manhattan,9,NIT 1,NIT,2,,,,
2006,Fairleigh Dickinson,10,NIT 1,NIT,2,,,,
2006,Colorado,4,NIT 1,NIT,2,,,,
2006,Old Dominion,5,NIT 1,NIT,2,,,,
2006,Saint Joseph's,2,NIT 1,NIT,2,,,,
2006,Penn State,7,NIT 1,NIT,2,,,,
2006,Rutgers,8,NIT 1,NIT,2,,,,
2006,Hofstra,3,NIT 1,NIT,2,,,,
2006,Nebraska,6,NIT 1,NIT,2,,,,
2006,Michigan,1,NIT 2,NIT,2,,,,
2006,UTEP,9,NIT 2,NIT,2,,,,
2006,Lipscomb,10,NIT 2,NIT,2,,,,
2006,Vanderbilt,4,NIT 2,NIT,2,,,,
2006,Notre Dame,5,NIT 2,NIT,2,,,,
2006,Creighton,2,NIT 2,NIT,2,,,,
2006,Temple,7,NIT 2,NIT,2,,,,
2006,Akron,8,NIT 2,NIT,2,,,,
2006,Miami,3,NIT 2,NIT,2,,,,
2006,Oklahoma State,6,NIT 2,NIT,2,,,,
2006,Louisville,1,NIT 3,NIT,2,,,,
2006,Northern Arizona,9,NIT 3,NIT,2,,,,
2006,Delaware State,10,NIT 3,NIT,2,,,,
2006,Clemson,4,NIT 3,NIT,2,,,,
2006,Louisiana Tech,5,NIT 3,NIT,2,,,,
